"","names.NSDUH_2020."
"2395","fdocfrnd"
"2396","fdocotpp"
"2397","fdocschl"
"2398","fdocmend"
"2399","FDOCOTH2"
"2400","ymhosptx"
"2401","ymhnsptx"
"2402","ysptxnmh"
"2403","ymhasptx"
"2404","yodprev"
"2405","yodscev"
"2406","yolosev"
"2407","yodpdisc"
"2408","yodplsin"
"2409","yodslsin"
"2410","YOLSI2WK"
"2411","YODPR2WK"
"2412","yowrhrs"
"2413","yowrdst"
"2414","yowrchr"
"2415","yowrimp"
"2416","yodpprob"
"2417","yowrprob"
"2418","yowrage"
"2419","yowrdepr"
"2420","yowrdisc"
"2421","yowrlsin"
"2422","yowrplsr"
"2423","yowreles"
"2424","yowremor"
"2425","yowrgain"
"2426","yowrgrow"
"2427","yowrpreg"
"2428","YOWRGNL2"
"2429","yowrlose"
"2430","yowrdiet"
"2431","YOWRLSL2"
"2432","yowrslep"
"2433","yowrsmor"
"2434","yowrenrg"
"2435","yowrslow"
"2436","yowrslno"
"2437","yowrjitt"
"2438","yowrjino"
"2439","yowrthot"
"2440","yowrconc"
"2441","yowrdcsn"
"2442","yowrnogd"
"2443","yowrwrth"
"2444","yowrdlot"
"2445","yowrdbtr"
"2446","yowrsthk"
"2447","yowrspln"
"2448","yowrsatp"
"2449","YO_MDEA1"
"2450","YO_MDEA2"
"2451","YO_MDEA3"
"2452","YO_MDEA4"
"2453","YO_MDEA5"
"2454","YO_MDEA6"
"2455","YO_MDEA7"
"2456","YO_MDEA8"
"2457","YO_MDEA9"
"2458","yodsmmde"
"2459","yopbintf"
"2460","yopbdlya"
"2461","yopbrmbr"
"2462","yopbage"
"2463","yopbnum"
"2464","YOPB2WK"
"2465","yopshmgt"
"2466","yopswork"
"2467","yopsrels"
"2468","yopssoc"
"2469","yopsdays"
"2470","yoseedoc"
"2471","yofamdoc"
"2472","yoothdoc"
"2473","yopsych"
"2474","yopsymd"
"2475","yosocwrk"
"2476","yocouns"
"2477","yoothmhp"
"2478","yonurse"
"2479","yorelig"
"2480","yoherbal"
"2481","yoothhlp"
"2482","yotmtnow"
"2483","YORX12MO"
"2484","yorxnow"
"2485","yorxhlp"
"2486","yotmthlp"
"2487","ymdelt"
"2488","ymdeyr"
"2489","ymdeaudpy"
"2490","YMDEAUD5YR"
"2491","ymdeiudpy"
"2492","YMDEIUD5YR"
"2493","ymdeudpy"
"2494","YMDESUD5YR"
"2495","YMDEORSUD5"
"2496","YMDESUD5ONL"
"2497","ytxmdeyr"
"2498","yrxmdeyr"
"2499","ymdetxrx"
"2500","ydocmde"
"2501","yomdmde"
"2502","YPSY1MDE"
"2503","YPSY2MDE"
"2504","ysocmde"
"2505","ycounmde"
"2506","yomhmde"
"2507","ynursmde"
"2508","yrelmde"
"2509","yhbchmde"
"2510","yothmde"
"2511","yhltmde"
"2512","yaltmde"
"2513","ymdehprx"
"2514","ymdehpo"
"2515","YMDERXO2"
"2516","ymdeharx"
"2517","ysdshome"
"2518","ysdswrk"
"2519","ysdsrel"
"2520","ysdssoc"
"2521","ysdsovrl"
"2522","mdeimpy"
"2523","ymdeimaud"
"2524","YMDEIMAD5YR"
"2525","ymdeimiud"
"2526","YMDEIMID5YR"
"2527","ymdeimudpy"
"2528","YMDEIMSD5YR"
"2529","cadrlast"
"2530","cadrpeop"
"2531","cadrcar"
"2532","cadrhome"
"2533","cadrothm"
"2534","cadrpubl"
"2535","cadrbar"
"2536","cadrevnt"
"2537","cadrschl"
"2538","cadroth"
"2539","CADROTS2"
"2540","cabuyfre"
"2541","cagvmony"
"2542","cabuywho"
"2543","cabplace"
"2544","cabundag"
"2545","cagvwho"
"2546","cafrewho"
"2547","CAFRESP2"
"2548","cadrkdrug"
"2549","cadrkmarj"
"2550","cadrkcocn"
"2551","cadrkhern"
"2552","cadrkhall"
"2553","cadrkinhl"
"2554","cadrkmeth"
"2555","cabingflg"
"2556","cabingevr"
"2557","cabingage"
"2558","cabingyfu"
"2559","cabingmfu"
"2560","eibingage"
"2561","eibingyfu"
"2562","eibingmfu"
"2563","casuprob"
"2564","casurcvr"
"2565","camhprob"
"2566","camhrcvr"
"2567","kratever"
"2568","kratrec"
"2569","uadpeop"
"2570","uadcar"
"2571","uadhome"
"2572","uadothm"
"2573","uadpubl"
"2574","uadbar"
"2575","uadevnt"
"2576","uadschl"
"2577","uadroth"
"2578","uadotsp"
"2579","uadpaid"
"2580","uadmony"
"2581","uadbwho"
"2582","uadplace"
"2583","uadbund"
"2584","uadcag"
"2585","uadfwho"
"2586","uadfrd"
"2587","CADRKMARJ2"
"2588","CADRKCOCN2"
"2589","CADRKHERN2"
"2590","CADRKHALL2"
"2591","CADRKINHL2"
"2592","CADRKMETH2"
"2593","vapanyevr"
"2594","vapanyrec"
"2595","vapnicevr"
"2596","vapnicrec"
"2597","synmrjevr"
"2598","synmrjrec"
"2599","synstmevr"
"2600","synstmrec"
"2601","sdalurgeed"
"2602","sdmjurgeed"
"2603","SDMJWDLA1ED"
"2604","SDMJWDLA2ED"
"2605","SDMJWDLA3ED"
"2606","SDMJWDLA4ED"
"2607","SDMJWDLA5ED"
"2608","SDMJWDLA6ED"
"2609","SDMJWDLB1ED"
"2610","SDMJWDLB2ED"
"2611","SDMJWDLB3ED"
"2612","SDMJWDLB4ED"
"2613","SDMJWDLB5ED"
"2614","SDMJWDLB6ED"
"2615","sdccurgeed"
"2616","sdheurgeed"
"2617","sdhaurgeed"
"2618","sdinurgeed"
"2619","sdmeurgeed"
"2620","sdprurgeed"
"2621","sdtrurgeed"
"2622","SDTRWITHD1ED"
"2623","SDTRWITHD2ED"
"2624","SDTRWITHD3ED"
"2625","SDTRWITHD4ED"
"2626","SDTRWITHD5ED"
"2627","SDTRWITHD6ED"
"2628","SDTRWITHD7ED"
"2629","sdsturgeed"
"2630","sdsvurgeed"
"2631","irkratrec"
"2632","iikratrec"
"2633","irvapanyrec"
"2634","iivapanyrec"
"2635","irvapnicrec"
"2636","iivapnicrec"
"2637","irsynmrjrec"
"2638","iisynmrjrec"
"2639","irsynstmrec"
"2640","iisynstmrec"
"2641","CASUPROB2"
"2642","rcvysubprb"
"2643","CAMHPROB2"
"2644","rcvymhprb"
"2645","ALMEDYR2"
"2646","OPMEDYR2"
"2647","alopmedyr"
"2648","kratomflag"
"2649","kratomyr"
"2650","kratommon"
"2651","vapanyflag"
"2652","vapanyyr"
"2653","vapanymon"
"2654","vapnicflag"
"2655","vapnicyr"
"2656","vapnicmon"
"2657","tobnvapflag"
"2658","tobnvapyr"
"2659","tobnvapmon"
"2660","tobvaponl"
"2661","tobcigvap"
"2662","synmrjflag"
"2663","synmrjyr"
"2664","synmrjmon"
"2665","synstmflag"
"2666","synstmyr"
"2667","synstmmon"
"2668","mmgetmj"
"2669","MMBTREC1"
"2670","mmbtpyr"
"2671","MMBTREC2"
"2672","MMBT30DY"
"2673","mmbtdisp"
"2674","mmbjoint"
"2675","mmbloose"
"2676","mmbother"
"2677","MMJNTNUM1"
"2678","MMJNPCTB1"
"2679","MMJNPCAT1"
"2680","MMLSUNIT1"
"2681","MMLSGMS1"
"2682","MMLS10GM1"
"2683","MMLSOZS1"
"2684","MMLSLBS1"
"2685","MMLSPCTB1"
"2686","MMLSPCAT1"
"2687","MMBUYWHO1"
"2688","MMBPLACE1"
"2689","MMBPLOSP2"
"2690","MMBATJOB1"
"2691","mmbclose"
"2692","mmbsell"
"2693","mmbgive"
"2694","mmtrade"
"2695","MMTRD30D"
"2696","mmtrdrec"
"2697","MMT30FRQ"
"2698","mmtjoint"
"2699","mmtloose"
"2700","mmtother"
"2701","MMTJNTNM1"
"2702","MMTJWRCB1"
"2703","MMTJWRTH1"
"2704","MMTLUNIT1"
"2705","MMTLGMS1"
"2706","MMTLOZS1"
"2707","MMTLWRCB1"
"2708","MMTLWRTH1"
"2709","mmtrdwho"
"2710","mmtplace"
"2711","MMTPLOS2"
"2712","mmtclose"
"2713","mmtkeep"
"2714","mmtsell"
"2715","mmtgive"
"2716","mmgkeep"
"2717","mmgsell"
"2718","mmggive"
"2719","mmfrewho"
"2720","mmfplace"
"2721","MMFPLOS2"
"2722","mmfclose"
"2723","mmfkeep"
"2724","mmfsell"
"2725","mmfgive"
"2726","langver"
"2727","GQTYPE2"
"2728","AGE2"
"2729","NOMARR2"
"2730","service"
"2731","milstat"
"2732","actdever"
"2733","ACTD2001"
"2734","ACTD9001"
"2735","ACTD7590"
"2736","actdviet"
"2737","actdpriv"
"2738","combatpy"
"2739","health"
"2740","MOVSINPYR2"
"2741","sexatract"
"2742","sexident"
"2743","speakengl"
"2744","diffhear"
"2745","diffsee"
"2746","diffthink"
"2747","diffwalk"
"2748","diffdress"
"2749","differand"
"2750","irsex"
"2751","irmarit"
"2752","iimarit"
"2753","IREDUHIGHST2"
"2754","IIEDUHIGHST2"
"2755","catage"
"2756","CATAG2"
"2757","CATAG3"
"2758","CATAG6"
"2759","CATAG7"
"2760","PREGAGE2"
"2761","drvinage"
"2762","drvindetag"
"2763","sexage"
"2764","NEWRACE2"
"2765","sexrace"
"2766","eduhighcat"
"2767","HEALTH2"
"2768","eduschlgo"
"2769","EDUSCHGRD2"
"2770","edufulpar"
"2771","edusckmon"
"2772","edusckest"
"2773","edusckcom"
"2774","eduskpmon"
"2775","eduskpest"
"2776","eduskpcom"
"2777","miltfamly"
"2778","miltsppar"
"2779","miltparnt"
"2780","miltchldr"
"2781","miltsibln"
"2782","collenrlft"
"2783","collenrlst"
"2784","WRKSTATWK2"
"2785","wrkdpstwk"
"2786","wrkhadjob"
"2787","WRKDHRSWK2"
"2788","WRK35WKUS"
"2789","wrkrsnnot"
"2790","wrkrsnjob"
"2791","wrkeffort"
"2792","wrkdpstyr"
"2793","wrkselfem"
"2794","WRKNUMJOB2"
"2795","wrknjbpyr"
"2796","wrknjbwks"
"2797","WRKLASTYR2"
"2798","wrksickmo"
"2799","wrkskipmo"
"2800","wrkdrgpol"
"2801","wrkdrgalb"
"2802","wrkdrgedu"
"2803","wrkdrghlp"
"2804","wrktstalc"
"2805","wrktstdrg"
"2806","wrktsthir"
"2807","wrktstrdm"
"2808","WRKTST1ST"
"2809","wrkokpreh"
"2810","wrkokrand"
"2811","irwrkstat"
"2812","iiwrkstat"
"2813","II2WRKSTAT"
"2814","IRWRKSTAT18"
"2815","IIWRKSTAT18"
"2816","II2WRKST18"
"2817","EDFAM18"
"2818","imother"
"2819","ifather"
"2820","NRCH17_2"
"2821","IRHHSIZ2"
"2822","IIHHSIZ2"
"2823","IRKI17_2"
"2824","IIKI17_2"
"2825","IRHH65_2"
"2826","IIHH65_2"
"2827","prxretry"
"2828","prxydata"
"2829","medicare"
"2830","caidchip"
"2831","champus"
"2832","prvhltin"
"2833","grphltin"
"2834","hltinalc"
"2835","hltindrg"
"2836","hltinmnt"
"2837","hltinnos"
"2838","hlcnotyr"
"2839","hlcnotmo"
"2840","hlclast"
"2841","hllosrsn"
"2842","hlnvcost"
"2843","hlnvoffr"
"2844","hlnvref"
"2845","hlnvneed"
"2846","hlnvsor"
"2847","irmedicr"
"2848","iimedicr"
"2849","irmcdchp"
"2850","iimcdchp"
"2851","irchmpus"
"2852","iichmpus"
"2853","irprvhlt"
"2854","iiprvhlt"
"2855","irothhlt"
"2856","iiothhlt"
"2857","hlcallfg"
"2858","HLCALL99"
"2859","ANYHLTI2"
"2860","IRINSUR4"
"2861","IIINSUR4"
"2862","othins"
"2863","cellwrkng"
"2864","cellnotcl"
"2865","irfamsoc"
"2866","iifamsoc"
"2867","irfamssi"
"2868","iifamssi"
"2869","irfstamp"
"2870","iifstamp"
"2871","irfampmt"
"2872","iifampmt"
"2873","irfamsvc"
"2874","iifamsvc"
"2875","irwelmos"
"2876","iiwelmos"
"2877","IRPINC3"
"2878","IIPINC3"
"2879","IRFAMIN3"
"2880","IIFAMIN3"
"2881","govtprog"
"2882","income"
"2883","POVERTY3"
"2884","PDEN10"
"2885","COUTYP4"
"2886","MAIIN102"
"2887","AIIND102"
"2888","ANALWTQ1Q4_C"
"2889","VESTRQ1Q4_C"
"2890","verep"
